Article,Expiry Date,Qty,Value,Inventory Report Date
OFF-ST-10001780,12/30/2024,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2025,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2026,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2027,5,10.04,5/31/2024
OFF-ST-10001780,12/30/2026,1,2.01,5/31/2024
OFF-ST-10001780,12/30/2024,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2024,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2027,2,4.02,5/31/2024
OFF-ST-10001780,12/30/2024,24,48.2,5/31/2024
OFF-ST-10001780,12/30/2024,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2026,27,54.22,5/31/2024
OFF-ST-10001780,12/30/2026,18,36.15,5/31/2024
OFF-ST-10001780,12/30/2025,60,120.49,5/31/2024
OFF-ST-10001780,12/30/2024,14,28.11,5/31/2024
OFF-ST-10001780,12/30/2026,46,92.38,5/31/2024
OFF-ST-10001780,12/30/2024,47,94.39,5/31/2024
OFF-ST-10001780,12/30/2024,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2025,45,90.37,5/31/2024
OFF-ST-10001780,12/30/2025,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2026,55,110.45,5/31/2024
OFF-ST-10001780,12/30/2024,24,48.2,5/31/2024
OFF-ST-10001780,12/30/2025,8,16.07,5/31/2024
OFF-ST-10001780,12/30/2025,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2027,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2027,114,228.94,5/31/2024
OFF-ST-10001780,12/30/2025,12,24.1,5/31/2024
OFF-ST-10001780,12/30/2027,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2026,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2027,1,2.01,5/31/2024
OFF-ST-10001780,12/30/2027,12,24.1,5/31/2024
OFF-ST-10001780,12/30/2027,10,20.08,5/31/2024
OFF-ST-10001780,12/30/2026,31,62.25,5/31/2024
OFF-ST-10001780,12/30/2024,32,64.26,5/31/2024
OFF-ST-10001780,12/30/2027,36,72.3,5/31/2024
OFF-ST-10001780,12/30/2025,12,24.1,5/31/2024
OFF-ST-10001780,12/30/2026,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2025,34,68.28,5/31/2024
OFF-ST-10001780,12/30/2024,3,6.02,5/31/2024
OFF-ST-10001780,12/30/2026,5,10.04,5/31/2024
OFF-ST-10001780,12/30/2024,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2027,4,8.03,5/31/2024
OFF-ST-10001780,12/30/2025,48,96.39,5/31/2024
OFF-ST-10001780,12/30/2025,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2027,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2025,2,4.02,5/31/2024
OFF-ST-10001780,12/30/2025,10,20.08,5/31/2024
OFF-ST-10001780,12/30/2026,36,72.3,5/31/2024
OFF-ST-10001780,12/30/2026,12,24.1,5/31/2024
OFF-ST-10001780,12/30/2027,5,10.04,5/31/2024
OFF-ST-10001780,12/30/2027,1,2.01,5/31/2024
OFF-ST-10001780,6/30/2024,6,12.05,5/31/2024
OFF-ST-10001780,12/30/2024,24,48.2,5/31/2024
OFF-ST-10001780,12/30/2024,4,8.03,5/31/2024
OFF-ST-10001780,12/30/2026,2,4.02,5/31/2024
OFF-ST-10001780,1/5/2024,"7,364","14,788.48",5/31/2024
OFF-ST-10001780,1/15/2026,"16,408","32,950.77",5/31/2024
OFF-ST-10001780,2/26/2027,"19,580","39,320.82",5/31/2024
OFF-ST-10001780,4/29/2026,"15,844","31,818.13",5/31/2024
OFF-ST-10001780,1/5/2024,432,867.55,5/31/2024
OFF-ST-10001780,12/27/2024,350,702.87,5/31/2024
OFF-ST-10001780,2/26/2026,1,2.01,5/31/2024
OFF-ST-10001780,3/30/2027,0,0,5/31/2024
OFF-ST-10001780,3/30/2026,0,0,5/31/2024
OFF-ST-10001780,5/30/2024,0,0,5/31/2024
OFF-ST-10001780,5/30/2027,0,0,5/31/2024
OFF-ST-10001780,7/30/2026,0,0,5/31/2024
OFF-ST-10001780,6/30/2024,0,0,5/31/2024
OFF-ST-10001780,11/30/2027,0,0,5/31/2024
OFF-ST-10001780,5/30/2024,0,0,5/31/2024
OFF-ST-10001780,10/13/2024,0,0,5/31/2024
OFF-AR-10003560,4/30/2027,2,4.04,5/31/2024
OFF-AR-10003560,1/30/2027,"10,572","21,381.86",5/31/2024
OFF-AR-10003560,1/30/2024,13,26.29,5/31/2024
OFF-AR-10003560,7/30/2027,2,4.04,5/31/2024
OFF-AR-10003560,7/30/2024,1,2.02,5/31/2024
OFF-AR-10003560,2/28/2025,0,0,5/31/2024
OFF-AR-10003560,6/30/2025,0,0,5/31/2024
OFF-AR-10003560,3/30/2026,0,0,5/31/2024
OFF-AR-10003560,7/30/2027,0,0,5/31/2024
OFF-AR-10003560,1/30/2025,0,0,5/31/2024
OFF-AR-10003560,3/30/2024,0,0,5/31/2024
OFF-LA-10001297,1/30/2026,10,20.18,5/31/2024
OFF-LA-10001297,1/30/2026,2,4.04,5/31/2024
OFF-LA-10001297,1/30/2024,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2027,12,24.21,5/31/2024
OFF-LA-10001297,1/30/2027,5,10.09,5/31/2024
OFF-LA-10001297,1/30/2024,1,2.02,5/31/2024
OFF-LA-10001297,1/30/2027,9,18.16,5/31/2024
OFF-LA-10001297,1/30/2025,10,20.18,5/31/2024
OFF-LA-10001297,1/30/2026,2,4.04,5/31/2024
OFF-LA-10001297,1/30/2027,24,48.43,5/31/2024
OFF-LA-10001297,1/30/2024,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2025,66,133.18,5/31/2024
OFF-LA-10001297,1/30/2026,24,48.43,5/31/2024
OFF-LA-10001297,1/30/2026,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2027,3,6.05,5/31/2024
OFF-LA-10001297,1/30/2024,24,48.43,5/31/2024
OFF-LA-10001297,9/30/2027,0,0,5/31/2024
OFF-LA-10001297,1/30/2027,1,2.02,5/31/2024
OFF-LA-10001297,1/30/2024,6,12.11,5/31/2024
OFF-LA-10001297,3/30/2024,3,6.05,5/31/2024
OFF-LA-10001297,1/30/2024,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2027,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2027,24,48.43,5/31/2024
OFF-LA-10001297,1/30/2027,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2024,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2027,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2027,128,258.28,5/31/2024
OFF-LA-10001297,1/30/2026,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2024,10,20.18,5/31/2024
OFF-LA-10001297,1/30/2025,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2024,12,24.21,5/31/2024
OFF-LA-10001297,1/30/2026,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2025,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2025,10,20.18,5/31/2024
OFF-LA-10001297,1/30/2027,4,8.07,5/31/2024
OFF-LA-10001297,1/30/2027,2,4.04,5/31/2024
OFF-LA-10001297,1/30/2026,10,20.18,5/31/2024
OFF-LA-10001297,1/30/2027,5,10.09,5/31/2024
OFF-LA-10001297,1/30/2027,1,2.02,5/31/2024
OFF-LA-10001297,1/30/2024,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2026,10,20.18,5/31/2024
OFF-LA-10001297,1/30/2025,5,10.09,5/31/2024
OFF-LA-10001297,1/30/2026,1,2.02,5/31/2024
OFF-LA-10001297,1/30/2026,48,96.86,5/31/2024
OFF-LA-10001297,1/30/2027,23,46.41,5/31/2024
OFF-LA-10001297,1/30/2025,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2027,5,10.09,5/31/2024
OFF-LA-10001297,1/30/2027,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2027,2,4.04,5/31/2024
OFF-LA-10001297,1/30/2025,3,6.05,5/31/2024
OFF-LA-10001297,1/30/2024,6,12.11,5/31/2024
OFF-LA-10001297,1/30/2026,12,24.21,5/31/2024
OFF-LA-10001297,1/30/2025,1,2.02,5/31/2024
OFF-LA-10001297,2/28/2027,12,24.21,5/31/2024
OFF-LA-10001297,1/23/2027,730,"1,473.03",5/31/2024
OFF-LA-10001297,1/27/2025,"13,101","26,435.80",5/31/2024
OFF-LA-10001297,2/22/2027,"20,858","42,088.23",5/31/2024
OFF-LA-10001297,6/30/2024,26,52.46,5/31/2024
OFF-LA-10001297,3/30/2025,4,8.07,5/31/2024
OFF-LA-10001297,3/30/2026,0,0,5/31/2024
OFF-LA-10001297,3/30/2025,0,0,5/31/2024
OFF-LA-10001297,2/28/2025,0,0,5/31/2024
OFF-LA-10001297,8/30/2027,0,0,5/31/2024
OFF-LA-10001297,6/30/2025,0,0,5/31/2024
OFF-LA-10001297,7/30/2026,0,0,5/31/2024
OFF-LA-10001297,11/30/2027,0,0,5/31/2024
OFF-LA-10001297,1/30/2027,0,0,5/31/2024
OFF-LA-10001297,10/30/2024,0,0,5/31/2024
OFF-LA-10001297,3/30/2027,0,0,5/31/2024
OFF-LA-10001297,3/30/2024,0,0,5/31/2024
OFF-LA-10001297,3/30/2027,0,0,5/31/2024
OFF-LA-10001297,6/30/2027,0,0,5/31/2024
FUR-TA-10004256,2/28/2027,6,12.2,5/31/2024
FUR-TA-10004256,2/28/2027,135,274.47,5/31/2024
FUR-TA-10004256,2/28/2027,6,12.2,5/31/2024
FUR-TA-10004256,2/28/2025,10,20.33,5/31/2024
FUR-TA-10004256,2/28/2024,2,4.07,5/31/2024
FUR-TA-10004256,2/28/2026,53,107.75,5/31/2024
FUR-TA-10004256,2/28/2027,24,48.79,5/31/2024
FUR-TA-10004256,2/28/2027,3,6.1,5/31/2024
FUR-TA-10004256,2/28/2026,24,48.79,5/31/2024
FUR-TA-10004256,2/28/2025,8,16.26,5/31/2024
FUR-TA-10004256,2/28/2025,5,10.17,5/31/2024
FUR-TA-10004256,2/28/2027,6,12.2,5/31/2024
FUR-TA-10004256,11/30/2024,9,18.3,5/31/2024
FUR-TA-10004256,2/28/2026,16,32.53,5/31/2024
FUR-TA-10004256,2/28/2025,30,60.99,5/31/2024
FUR-TA-10004256,2/28/2026,12,24.4,5/31/2024
FUR-TA-10004256,2/28/2024,5,10.17,5/31/2024
FUR-TA-10004256,2/28/2027,1,2.03,5/31/2024
FUR-TA-10004256,2/28/2027,2,4.07,5/31/2024
FUR-TA-10004256,2/28/2024,24,48.79,5/31/2024
FUR-TA-10004256,2/28/2026,2,4.07,5/31/2024
FUR-TA-10004256,2/28/2025,10,20.33,5/31/2024
FUR-TA-10004256,2/28/2026,33,67.09,5/31/2024
FUR-TA-10004256,2/28/2024,2,4.07,5/31/2024
FUR-TA-10004256,2/28/2027,1,2.03,5/31/2024
FUR-TA-10004256,2/28/2024,9,18.3,5/31/2024
FUR-TA-10004256,2/28/2027,1,2.03,5/31/2024
FUR-TA-10004256,2/28/2027,1,2.03,5/31/2024
FUR-TA-10004256,11/30/2026,1,2.03,5/31/2024
FUR-TA-10004256,2/28/2024,6,12.2,5/31/2024
FUR-TA-10004256,2/28/2025,6,12.2,5/31/2024
FUR-TA-10004256,2/28/2027,2,4.07,5/31/2024
FUR-TA-10004256,5/30/2025,1,2.03,5/31/2024
FUR-TA-10004256,2/28/2027,2,4.07,5/31/2024
FUR-TA-10004256,2/28/2024,12,24.4,5/31/2024
FUR-TA-10004256,2/28/2026,12,24.4,5/31/2024
FUR-TA-10004256,2/20/2026,"2,120","4,310.13",5/31/2024
FUR-TA-10004256,5/29/2026,"16,794","34,143.57",5/31/2024
FUR-TA-10004256,3/30/2024,0,0,5/31/2024
FUR-TA-10004256,5/30/2024,0,0,5/31/2024
FUR-TA-10004256,12/30/2025,0,0,5/31/2024
FUR-TA-10004256,6/30/2027,0,0,5/31/2024
FUR-TA-10004256,3/30/2024,0,0,5/31/2024
FUR-TA-10004256,10/30/2024,0,0,5/31/2024
FUR-TA-10004256,2/28/2027,0,0,5/31/2024
FUR-TA-10004256,5/30/2025,0,0,5/31/2024
FUR-TA-10004256,11/16/2027,0,0,5/31/2024
OFF-PA-10003441,3/30/2026,0,0,5/31/2024
OFF-PA-10003441,7/30/2024,0,0,5/31/2024
OFF-PA-10003441,2/28/2025,24,48.92,5/31/2024
OFF-PA-10003441,2/28/2026,8,16.31,5/31/2024
OFF-PA-10003441,12/30/2027,0,0,5/31/2024
OFF-PA-10003441,1/30/2026,0,0,5/31/2024
OFF-PA-10003441,2/28/2024,3,6.12,5/31/2024
OFF-PA-10003441,2/28/2026,40,81.54,5/31/2024
OFF-PA-10003441,2/28/2024,2,4.08,5/31/2024
OFF-PA-10003441,2/28/2025,10,20.39,5/31/2024
OFF-PA-10003441,2/28/2026,24,48.92,5/31/2024
OFF-PA-10003441,2/28/2024,16,32.62,5/31/2024
OFF-PA-10003441,2/28/2025,2,4.08,5/31/2024
OFF-PA-10003441,2/28/2024,12,24.46,5/31/2024
OFF-PA-10003441,2/28/2027,12,24.46,5/31/2024
OFF-PA-10003441,2/21/2025,"5,700","11,619.49",5/31/2024
OFF-PA-10003441,6/12/2027,"9,999","20,383.03",5/31/2024
OFF-PA-10003441,6/12/2024,0,0,5/31/2024
OFF-PA-10003441,7/30/2026,26,53,5/31/2024
OFF-PA-10003441,4/30/2027,0,0,5/31/2024
OFF-PA-10003441,12/30/2026,0,0,5/31/2024
OFF-PA-10003441,11/30/2024,0,0,5/31/2024
OFF-PA-10003441,2/28/2026,0,0,5/31/2024
OFF-PA-10003441,10/30/2026,0,0,5/31/2024
OFF-PA-10003441,2/28/2027,0,0,5/31/2024
OFF-PA-10003441,3/30/2026,0,0,5/31/2024
OFF-PA-10003441,7/7/2025,0,0,5/31/2024
OFF-BI-10000069,12/30/2027,5,9.6,5/31/2024
OFF-BI-10000069,12/30/2027,4,7.68,5/31/2024
OFF-BI-10000069,12/30/2024,145,278.4,5/31/2024
OFF-BI-10000069,12/30/2024,20,38.4,5/31/2024
OFF-BI-10000069,12/30/2027,4,7.68,5/31/2024
OFF-BI-10000069,12/30/2026,2,3.84,5/31/2024
OFF-BI-10000069,12/30/2024,5,9.6,5/31/2024
OFF-BI-10000069,12/30/2027,1,1.92,5/31/2024
OFF-BI-10000069,12/30/2025,15,28.8,5/31/2024
OFF-BI-10000069,12/30/2025,24,46.08,5/31/2024
OFF-BI-10000069,12/30/2024,8,15.36,5/31/2024
OFF-BI-10000069,12/30/2027,6,11.52,5/31/2024
OFF-BI-10000069,12/30/2027,11,21.12,5/31/2024
OFF-BI-10000069,12/30/2024,25,48,5/31/2024
OFF-BI-10000069,12/30/2027,33,63.36,5/31/2024
OFF-BI-10000069,12/30/2027,20,38.4,5/31/2024
OFF-BI-10000069,12/30/2026,1,1.92,5/31/2024
OFF-BI-10000069,12/30/2026,5,9.6,5/31/2024
OFF-BI-10000069,12/30/2025,8,15.36,5/31/2024
OFF-BI-10000069,12/30/2027,2,3.84,5/31/2024
OFF-BI-10000069,12/30/2026,10,19.2,5/31/2024
OFF-BI-10000069,12/30/2024,24,46.08,5/31/2024
OFF-BI-10000069,12/30/2024,8,15.36,5/31/2024
OFF-BI-10000069,12/30/2026,6,11.52,5/31/2024
OFF-BI-10000069,12/30/2025,2,3.84,5/31/2024
OFF-BI-10000069,12/30/2025,12,23.04,5/31/2024
OFF-BI-10000069,12/30/2027,12,23.04,5/31/2024
OFF-BI-10000069,12/13/2027,"2,385","4,579.22",5/31/2024
OFF-BI-10000069,7/30/2025,22,42.24,5/31/2024
OFF-BI-10000069,2/28/2027,0,0,5/31/2024
OFF-BI-10000069,10/30/2025,0,0,5/31/2024
OFF-BI-10000069,7/30/2027,0,0,5/31/2024
OFF-AP-10003914,10/30/2026,194,388.3,5/31/2024
OFF-AP-10003914,10/30/2025,7,14.01,5/31/2024
OFF-AP-10003914,10/30/2024,30,60.05,5/31/2024
OFF-AP-10003914,10/30/2026,43,86.07,5/31/2024
OFF-AP-10003914,10/30/2025,1,2,5/31/2024
OFF-AP-10003914,10/30/2026,"1,022","2,045.60",5/31/2024
OFF-AP-10003914,10/30/2026,24,48.04,5/31/2024
OFF-AP-10003914,10/30/2027,4,8.01,5/31/2024
OFF-AP-10003914,10/30/2024,10,20.02,5/31/2024
OFF-AP-10003914,10/30/2026,11,22.02,5/31/2024
OFF-AP-10003914,10/30/2024,6,12.01,5/31/2024
OFF-AP-10003914,10/30/2027,1,2,5/31/2024
OFF-AP-10003914,10/30/2024,12,24.02,5/31/2024
OFF-AP-10003914,10/30/2025,6,12.01,5/31/2024
OFF-AP-10003914,10/30/2025,7,14.01,5/31/2024
OFF-AP-10003914,10/30/2027,23,46.04,5/31/2024
OFF-AP-10003914,10/30/2027,6,12.01,5/31/2024
OFF-AP-10003914,10/30/2024,11,22.02,5/31/2024
OFF-AP-10003914,10/30/2024,18,36.03,5/31/2024
OFF-AP-10003914,10/30/2026,6,12.01,5/31/2024
OFF-AP-10003914,10/30/2026,17,34.03,5/31/2024
OFF-AP-10003914,10/30/2024,4,8.01,5/31/2024
OFF-AP-10003914,10/30/2027,2,4,5/31/2024
OFF-AP-10003914,10/30/2024,10,20.02,5/31/2024
OFF-AP-10003914,10/30/2026,12,24.02,5/31/2024
OFF-AP-10003914,10/30/2024,4,8.01,5/31/2024
OFF-AP-10003914,10/30/2024,12,24.02,5/31/2024
OFF-AP-10003914,10/30/2024,12,24.02,5/31/2024
OFF-AP-10003914,10/30/2025,2,4,5/31/2024
OFF-AP-10003914,2/28/2024,12,24.02,5/31/2024
OFF-AP-10003914,2/20/2026,"20,820","41,672.68",5/31/2024
OFF-AP-10003914,10/11/2024,"1,331","2,664.09",5/31/2024
OFF-AP-10003914,10/30/2025,1,2,5/31/2024
OFF-AP-10003914,1/30/2024,0,0,5/31/2024
OFF-AP-10003914,10/30/2024,0,0,5/31/2024
OFF-AP-10003914,10/30/2024,0,0,5/31/2024
OFF-AP-10003914,10/30/2027,0,0,5/31/2024
OFF-AP-10003914,6/30/2024,0,0,5/31/2024
FUR-FU-10004020,8/30/2026,2,4.07,5/31/2024
FUR-FU-10004020,8/30/2026,2,4.07,5/31/2024
FUR-FU-10004020,5/30/2025,2,4.07,5/31/2024
FUR-FU-10004020,5/30/2025,10,20.33,5/31/2024
FUR-FU-10004020,5/30/2024,6,12.2,5/31/2024
FUR-FU-10004020,5/30/2026,2,4.07,5/31/2024
FUR-FU-10004020,5/30/2024,12,24.4,5/31/2024
FUR-FU-10004020,5/30/2025,12,24.4,5/31/2024
FUR-FU-10004020,5/19/2024,"12,713","25,844.65",5/31/2024
FUR-FU-10004020,8/30/2026,21,42.69,5/31/2024
FUR-FU-10004020,8/30/2026,0,0,5/31/2024
FUR-FU-10004020,6/30/2026,0,0,5/31/2024
FUR-FU-10004020,7/30/2027,0,0,5/31/2024
OFF-FA-10003467,2/28/2024,12,24.28,5/31/2024
OFF-FA-10003467,10/30/2024,0,0,5/31/2024
OFF-FA-10003467,2/28/2026,10,20.23,5/31/2024
OFF-FA-10003467,2/28/2025,8,16.19,5/31/2024
OFF-FA-10003467,10/30/2027,926,"1,873.68",5/31/2024
OFF-FA-10003467,2/28/2026,12,24.28,5/31/2024
OFF-FA-10003467,2/28/2026,45,91.05,5/31/2024
OFF-FA-10003467,2/28/2024,6,12.14,5/31/2024
OFF-FA-10003467,2/28/2025,6,12.14,5/31/2024
OFF-FA-10003467,10/30/2026,193,390.52,5/31/2024
OFF-FA-10003467,11/30/2024,48,97.12,5/31/2024
OFF-FA-10003467,11/30/2025,4,8.09,5/31/2024
OFF-FA-10003467,12/30/2024,38,76.89,5/31/2024
OFF-FA-10003467,12/30/2027,2,4.05,5/31/2024
OFF-FA-10003467,12/30/2027,5,10.12,5/31/2024
OFF-FA-10003467,11/30/2027,11,22.26,5/31/2024
OFF-FA-10003467,12/30/2025,11,22.26,5/31/2024
OFF-FA-10003467,1/30/2024,5,10.12,5/31/2024
OFF-FA-10003467,12/30/2026,6,12.14,5/31/2024
OFF-FA-10003467,2/28/2026,12,24.28,5/31/2024
OFF-FA-10003467,12/30/2025,12,24.28,5/31/2024
OFF-FA-10003467,2/28/2025,6,12.14,5/31/2024
OFF-FA-10003467,2/28/2024,2,4.05,5/31/2024
OFF-FA-10003467,2/28/2027,10,20.23,5/31/2024
OFF-FA-10003467,2/28/2025,48,97.12,5/31/2024
OFF-FA-10003467,2/28/2027,1,2.02,5/31/2024
OFF-FA-10003467,2/28/2026,6,12.14,5/31/2024
OFF-FA-10003467,11/30/2026,7,14.16,5/31/2024
OFF-FA-10003467,2/28/2027,6,12.14,5/31/2024
OFF-FA-10003467,2/19/2026,36,72.84,5/31/2024
OFF-FA-10003467,2/27/2024,"17,029","34,456.75",5/31/2024
OFF-FA-10003467,7/30/2027,28,56.66,5/31/2024
OFF-FA-10003467,7/30/2027,0,0,5/31/2024
OFF-FA-10003467,6/30/2026,0,0,5/31/2024
OFF-FA-10003467,7/30/2025,0,0,5/31/2024
OFF-FA-10003467,2/19/2024,0,0,5/31/2024
OFF-FA-10003467,11/20/2026,0,0,5/31/2024
OFF-PA-10002120,12/21/2027,0,0,5/31/2024
OFF-PA-10002120,6/30/2025,0,0,5/31/2024
OFF-BI-10000848,12/30/2024,1,2.32,5/31/2024
OFF-BI-10000848,12/30/2026,24,55.68,5/31/2024
OFF-BI-10000848,12/30/2025,12,27.84,5/31/2024
OFF-BI-10000848,12/30/2027,12,27.84,5/31/2024
OFF-BI-10000848,12/30/2026,6,13.92,5/31/2024
OFF-BI-10000848,12/30/2025,6,13.92,5/31/2024
OFF-BI-10000848,12/12/2027,7,16.24,5/31/2024
OFF-BI-10000848,12/30/2026,120,278.4,5/31/2024
OFF-BI-10000848,12/30/2026,24,55.68,5/31/2024
OFF-BI-10000848,12/30/2025,6,13.92,5/31/2024
OFF-BI-10000848,12/30/2024,13,30.16,5/31/2024
OFF-BI-10000848,12/30/2027,5,11.6,5/31/2024
OFF-BI-10000848,12/30/2024,3,6.96,5/31/2024
OFF-BI-10000848,12/30/2025,6,13.92,5/31/2024
OFF-BI-10000848,12/30/2027,6,13.92,5/31/2024
OFF-BI-10000848,12/30/2027,3,6.96,5/31/2024
OFF-BI-10000848,12/30/2025,2,4.64,5/31/2024
OFF-BI-10000848,12/30/2027,1,2.32,5/31/2024
OFF-BI-10000848,12/30/2027,12,27.84,5/31/2024
OFF-BI-10000848,12/30/2024,6,13.92,5/31/2024
OFF-BI-10000848,12/30/2024,6,13.92,5/31/2024
OFF-BI-10000848,12/6/2024,0,0,5/31/2024
OFF-BI-10000848,12/6/2025,0,0,5/31/2024
OFF-BI-10000848,12/30/2024,3,6.96,5/31/2024
OFF-BI-10000848,12/30/2026,30,69.6,5/31/2024
OFF-BI-10000848,12/30/2025,6,13.92,5/31/2024
OFF-BI-10000848,12/30/2027,6,13.92,5/31/2024
OFF-BI-10000848,12/30/2025,12,27.84,5/31/2024
OFF-BI-10000848,12/30/2027,6,13.92,5/31/2024
OFF-BI-10000848,12/30/2025,2,4.64,5/31/2024
OFF-BI-10000848,12/30/2024,10,23.2,5/31/2024
OFF-BI-10000848,12/30/2024,3,6.96,5/31/2024
OFF-BI-10000848,12/30/2026,2,4.64,5/31/2024
OFF-BI-10000848,12/30/2025,1,2.32,5/31/2024
OFF-BI-10000848,12/6/2026,"2,988","6,932.18",5/31/2024
OFF-BI-10000848,7/30/2024,10,23.2,5/31/2024
OFF-BI-10000848,7/30/2026,1,2.32,5/31/2024
OFF-BI-10000848,12/30/2024,8,18.56,5/31/2024
OFF-BI-10000848,7/30/2024,6,13.92,5/31/2024
OFF-BI-10000848,5/30/2024,0,0,5/31/2024
OFF-BI-10000848,12/30/2025,0,0,5/31/2024
OFF-BI-10000848,2/28/2025,0,0,5/31/2024
OFF-BI-10000848,4/30/2025,0,0,5/31/2024
OFF-BI-10000848,7/30/2027,0,0,5/31/2024
OFF-BI-10000848,6/30/2025,0,0,5/31/2024
OFF-BI-10000848,7/13/2026,0,0,5/31/2024
TEC-PH-10003092,4/30/2024,"10,337","27,319.65",5/31/2024
TEC-PH-10003092,4/30/2027,6,15.86,5/31/2024
TEC-PH-10003092,4/30/2024,6,15.86,5/31/2024
TEC-PH-10003092,4/30/2024,312,824.58,5/31/2024
TEC-PH-10003092,4/30/2027,5,13.21,5/31/2024
TEC-PH-10003092,4/30/2024,1,2.64,5/31/2024
TEC-PH-10003092,4/30/2024,5,13.21,5/31/2024
TEC-PH-10003092,4/30/2027,50,132.14,5/31/2024
TEC-PH-10003092,4/30/2025,2,5.29,5/31/2024
TEC-PH-10003092,4/30/2024,12,31.71,5/31/2024
TEC-PH-10003092,4/30/2027,1,2.64,5/31/2024
TEC-PH-10003092,4/30/2025,2,5.29,5/31/2024
TEC-PH-10003092,4/30/2024,0,0,5/31/2024
TEC-PH-10003092,7/3/2027,"8,520","22,517.50",5/31/2024
TEC-PH-10003092,3/30/2025,0,0,5/31/2024
TEC-PH-10003092,4/30/2027,0,0,5/31/2024
TEC-PH-10003092,7/30/2024,0,0,5/31/2024
TEC-PH-10003092,4/30/2024,0,0,5/31/2024
TEC-PH-10003092,5/30/2026,0,0,5/31/2024
TEC-PH-10003092,7/3/2025,0,0,5/31/2024
OFF-LA-10004345,11/30/2024,6,13.97,5/31/2024
OFF-LA-10004345,11/30/2027,1,2.33,5/31/2024
OFF-LA-10004345,7/30/2025,6,13.97,5/31/2024
OFF-LA-10004345,12/30/2025,1,2.33,5/31/2024
OFF-LA-10004345,6/30/2026,12,27.94,5/31/2024
OFF-LA-10004345,6/30/2026,2,4.66,5/31/2024
OFF-LA-10004345,6/30/2024,48,111.77,5/31/2024
OFF-LA-10004345,7/30/2026,27,62.87,5/31/2024
OFF-LA-10004345,6/30/2025,24,55.88,5/31/2024
OFF-LA-10004345,4/30/2026,1,2.33,5/31/2024
OFF-LA-10004345,12/18/2027,431,"1,003.58",5/31/2024
OFF-LA-10004345,6/16/2024,"1,676","3,902.55",5/31/2024
OFF-LA-10004345,6/15/2024,"6,432","14,976.85",5/31/2024
OFF-LA-10004345,6/16/2026,"1,118","2,603.25",5/31/2024
OFF-LA-10004345,6/22/2027,"2,820","6,566.34",5/31/2024
OFF-LA-10004345,6/23/2026,"5,067","11,798.46",5/31/2024
OFF-LA-10004345,7/3/2026,"1,382","3,217.97",5/31/2024
OFF-LA-10004345,7/4/2024,"8,061","18,769.96",5/31/2024
OFF-LA-10004345,7/5/2027,"1,520","3,539.31",5/31/2024
OFF-LA-10004345,5/30/2027,0,0,5/31/2024
OFF-LA-10004345,4/30/2024,0,0,5/31/2024
OFF-LA-10004345,6/30/2024,0,0,5/31/2024
OFF-LA-10004345,7/30/2024,0,0,5/31/2024
OFF-LA-10004345,6/30/2026,0,0,5/31/2024
OFF-LA-10004345,6/30/2026,0,0,5/31/2024
OFF-LA-10004345,2/28/2024,0,0,5/31/2024
OFF-PA-10001204,12/30/2025,129,"1,006.49",5/31/2024
OFF-PA-10001204,12/30/2026,12,93.63,5/31/2024
OFF-PA-10001204,12/30/2025,500,"3,901.12",5/31/2024
OFF-PA-10001204,12/30/2025,494,"3,854.30",5/31/2024
OFF-PA-10001204,12/30/2025,500,"3,901.12",5/31/2024
OFF-PA-10001204,12/30/2026,494,"3,854.30",5/31/2024
OFF-PA-10001204,12/30/2024,2,15.6,5/31/2024
OFF-PA-10001204,12/30/2025,12,93.63,5/31/2024
OFF-PA-10001204,12/30/2024,24,187.25,5/31/2024
OFF-PA-10001204,12/30/2025,4,31.21,5/31/2024
