Product ID,Category,Sub-Category,Product Name,Lead Time
FUR-FU-10004306,Office Supplies,Labels,Avery 476,6
FUR-CH-10003746,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,5
OFF-BI-10001036,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,4
OFF-BI-10000301,Office Supplies,Binders,3-ring staple pack,3
OFF-AR-10004648,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,5
FUR-FU-10002597,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,5
OFF-AR-10003405,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,4
FUR-CH-10002335,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,6
OFF-PA-10003657,Office Supplies,Binders,GBC Instant Report Kit,6
FUR-BO-10004409,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,4
TEC-AC-10000057,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",5
OFF-EN-10000056,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",5
OFF-BI-10000014,Furniture,Chairs,Hon GuestStacker Chair,4
FUR-CH-10004675,Office Supplies,Paper,Xerox 1927,5
OFF-BI-10001132,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",4
FUR-CH-10003199,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,5
TEC-PH-10001530,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,6
OFF-LA-10001569,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,5
OFF-PA-10000176,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",3
OFF-LA-10002271,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",4
FUR-FU-10004090,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,4
OFF-AP-10000576,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,4
OFF-PA-10003953,Office Supplies,Labels,Avery 499,3
FUR-FU-10000794,Office Supplies,Paper,Xerox 1887,5
OFF-AR-10001897,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,3
TEC-PH-10001795,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",5
TEC-AC-10004901,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,6
OFF-AR-10003190,Office Supplies,Paper,Xerox 218,5
OFF-AP-10000240,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",5
TEC-AC-10001838,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,5
OFF-PA-10003651,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,5
OFF-BI-10003094,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,6
FUR-CH-10001394,Office Supplies,Art,Newell 32,6
OFF-BI-10004230,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,3
OFF-PA-10003395,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,6
TEC-AC-10002402,Office Supplies,Paper,Xerox 1968,4
TEC-AC-10003441,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,4
OFF-FA-10002280,Furniture,Chairs,Global Leather Executive Chair,3
OFF-SU-10000381,Office Supplies,Binders,GBC Recycled Grain Textured Covers,5
OFF-EN-10004459,Office Supplies,Paper,Xerox 1941,6
FUR-CH-10000665,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,4
OFF-AP-10003884,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,4
TEC-PH-10001557,Office Supplies,Fasteners,Advantus Plastic Paper Clips,4
TEC-PH-10002085,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,4
OFF-AR-10002956,Office Supplies,Envelopes,Security-Tint Envelopes,4
OFF-AP-10003266,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",4
TEC-MA-10004002,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",6
OFF-BI-10001071,Technology,Phones,Pyle PMP37LED,3
OFF-PA-10001560,Technology,Phones,Clarity 53712,5
OFF-AR-10002578,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,4
FUR-BO-10001519,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",5
OFF-BI-10001294,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,3
OFF-BI-10001636,Office Supplies,Binders,GBC ProClick Punch Binding System,3
OFF-SU-10002503,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",6
OFF-LA-10004093,Office Supplies,Art,Newell 335,6
FUR-FU-10003878,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,6
TEC-AC-10000710,Office Supplies,Binders,Fellowes Binding Cases,6
OFF-AR-10002335,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,5
OFF-PA-10001870,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,5
OFF-PA-10001019,Office Supplies,Labels,Avery 486,3
OFF-SU-10002537,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",6
OFF-ST-10003221,Technology,Accessories,Maxell DVD-RAM Discs,5
OFF-AR-10003752,Office Supplies,Art,DIXON Oriole Pencils,5
TEC-AC-10001714,Office Supplies,Paper,Xerox 202,6
OFF-AR-10003958,Office Supplies,Paper,Xerox 1884,3
TEC-PH-10002923,Office Supplies,Supplies,Acme Box Cutter Scissors,5
OFF-LA-10004272,Office Supplies,Storage,Staple magnet,6
FUR-FU-10000965,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,4
OFF-LA-10004853,Technology,Accessories,Logitech MX Performance Wireless Mouse,3
OFF-BI-10003719,Office Supplies,Art,Newell 337,5
OFF-BI-10000545,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",5
OFF-PA-10003591,Office Supplies,Labels,Avery 482,3
OFF-PA-10001790,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",4
TEC-AC-10002049,Office Supplies,Labels,Avery 483,6
OFF-BI-10003712,Office Supplies,Binders,Large Capacity Hanging Post Binders,3
OFF-BI-10003984,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,6
FUR-FU-10001424,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,6
OFF-BI-10002071,Office Supplies,Paper,Xerox 1910,5
OFF-ST-10002486,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,4
TEC-AC-10000927,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6
OFF-PA-10001622,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',3
OFF-AR-10003158,Furniture,Furnishings,Dax Clear Box Frame,5
TEC-PH-10002660,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5
OFF-BI-10003364,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,4
OFF-EN-10001099,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,4
OFF-PA-10002250,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",6
OFF-BI-10004716,Office Supplies,Art,Fluorescent Highlighters by Dixon,3
OFF-LA-10001045,Technology,Phones,Nortel Networks T7316 E Nt8 B27,4
OFF-BI-10001510,Office Supplies,Binders,Binding Machine Supplies,6
OFF-PA-10002947,Office Supplies,Envelopes,Staple envelope,4
OFF-PA-10000019,Office Supplies,Paper,Things To Do Today Pad,6
FUR-BO-10003441,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,4
TEC-PH-10004774,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,6
OFF-BI-10003684,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,4
TEC-PH-10001494,Office Supplies,Paper,Xerox 1923,5
TEC-AC-10004666,Office Supplies,Paper,Xerox 1931,3
OFF-ST-10003816,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",6
FUR-TA-10001520,Technology,Phones,Gear Head AU3700S Headset,5
OFF-ST-10001558,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,6
TEC-AC-10002473,Technology,Phones,Polycom CX600 IP Phone VoIP phone,3
TEC-PH-10004531,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,6
OFF-AP-10004487,Office Supplies,Storage,Fellowes High-Stak Drawer Files,5
OFF-PA-10003543,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",6
TEC-AC-10004353,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,6
OFF-AR-10001468,Technology,Accessories,Maxell 4.7GB DVD-R,3
OFF-PA-10002195,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,6
OFF-PA-10001745,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,6
OFF-BI-10004826,Office Supplies,Paper,Xerox 1985,3
OFF-PA-10000289,Technology,Accessories,Hypercom P1300 Pinpad,5
OFF-AP-10003040,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",3
OFF-PA-10000350,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",6
OFF-BI-10001759,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",4
OFF-ST-10001496,Office Supplies,Binders,JM Magazine Binder,5
OFF-BI-10002931,Office Supplies,Paper,Xerox 213,5
FUR-TA-10002356,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,4
FUR-FU-10003601,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",5
FUR-TA-10004154,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",3
OFF-PA-10000788,Office Supplies,Storage,Standard Rollaway File with Lock,4
FUR-FU-10001940,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",4
OFF-BI-10004465,Furniture,Tables,Bevis Boat-Shaped Conference Table,6
OFF-PA-10002333,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",3
FUR-FU-10004188,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",6
OFF-BI-10000145,Office Supplies,Paper,Xerox 210,4
OFF-LA-10001613,Furniture,Furnishings,Staple-based wall hangings,4
OFF-LA-10004055,Office Supplies,Binders,Avery Durable Slant Ring Binders,6
OFF-PA-10004621,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",4
OFF-PA-10001281,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,3
OFF-ST-10001097,Office Supplies,Binders,Zipper Ring Binder Pockets,3
FUR-FU-10001095,Office Supplies,Labels,Avery File Folder Labels,5
OFF-BI-10002012,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,6
OFF-PA-10004156,Office Supplies,Paper,Xerox 212,6
OFF-AR-10000034,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,4
TEC-PH-10000560,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3
OFF-EN-10000461,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,4
TEC-MA-10003066,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,6
OFF-BI-10004022,Office Supplies,Paper,Xerox 188,4
OFF-AR-10001988,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",6
OFF-PA-10003625,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),6
OFF-BI-10003925,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",6
OFF-EN-10003862,Technology,Machines,Wasp CCD Handheld Bar Code Reader,4
OFF-ST-10004258,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,6
FUR-FU-10002885,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,5
TEC-AC-10003033,Office Supplies,Paper,Xerox 1979,3
OFF-ST-10000046,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,4
OFF-BI-10002049,Technology,Phones,Plantronics Voyager Pro Legend,6
FUR-FU-10001602,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,6
OFF-ST-10003722,Office Supplies,Storage,Portable Personal File Box,4
TEC-AC-10003198,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,6
FUR-FU-10002191,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,3
TEC-PH-10004188,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,4
OFF-ST-10001526,Office Supplies,Binders,UniKeep View Case Binders,6
OFF-AR-10001166,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",5
FUR-CH-10000309,Office Supplies,Storage,Project Tote Personal File,3
TEC-MA-10004212,Technology,Accessories,Enermax Acrylux Wireless Keyboard,4
OFF-EN-10003072,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,5
OFF-BI-10000320,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,4
OFF-PA-10001166,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,4
OFF-PA-10003656,Office Supplies,Art,Staples in misc. colors,4
TEC-PH-10000148,Furniture,Chairs,Global Comet Stacking Arm Chair,5
TEC-PH-10003885,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,5
OFF-LA-10001175,Office Supplies,Envelopes,Peel & Seel Envelopes,3
OFF-PA-10000955,Office Supplies,Binders,GBC Plastic Binding Combs,6
FUR-FU-10003975,Office Supplies,Paper,Xerox 2,6
OFF-BI-10003707,Office Supplies,Paper,Xerox 1935,3
OFF-AR-10000203,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,4
OFF-AR-10004790,Technology,Phones,Cisco SPA508G,5
TEC-AC-10004761,Office Supplies,Labels,Avery 514,4
FUR-BO-10001811,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,3
OFF-AR-10001130,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,6
OFF-AP-10000055,Office Supplies,Binders,Aluminum Screw Posts,3
FUR-CH-10002304,Office Supplies,Art,Newell 336,3
FUR-FU-10000293,Office Supplies,Art,Staples in misc. colors,6
OFF-PA-10001307,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,6
FUR-FU-10004460,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",4
OFF-AR-10000716,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6
FUR-FU-10004622,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,6
OFF-BI-10003529,Furniture,Chairs,"Global Stack Chair without Arms, Black",4
OFF-BI-10001097,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,6
OFF-BI-10001597,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",4
OFF-FA-10001754,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",3
OFF-FA-10004838,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5
TEC-PH-10002115,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,6
OFF-FA-10003059,Office Supplies,Binders,Avery Round Ring Poly Binders,5
OFF-BI-10004330,Office Supplies,Binders,Avery Hole Reinforcements,4
OFF-BI-10003669,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",5
OFF-BI-10003727,Office Supplies,Fasteners,Stockwell Gold Paper Clips,5
TEC-AC-10003447,Office Supplies,Fasteners,"Super Bands, 12/Pack",5
OFF-AR-10000255,Technology,Phones,Plantronics 81402,4
OFF-AP-10002191,Office Supplies,Fasteners,Assorted Color Push Pins,6
OFF-PA-10000349,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",4
FUR-CH-10002880,Office Supplies,Binders,3M Organizer Strips,5
OFF-PA-10003127,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,3
TEC-MA-10003979,Technology,Accessories,Micropad Numeric Keypads,6
OFF-PA-10000029,Office Supplies,Art,Newell 328,5
OFF-LA-10000452,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,4
TEC-PH-10001819,Office Supplies,Paper,Easy-staple paper,4
OFF-AR-10002952,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",3
TEC-PH-10000576,Office Supplies,Paper,Easy-staple paper,4
OFF-PA-10000605,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,6
OFF-ST-10004340,Office Supplies,Paper,Xerox 224,3
OFF-BI-10004001,Office Supplies,Labels,Avery 488,3
FUR-TA-10004147,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,3
OFF-AR-10001545,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,4
TEC-AC-10001013,Technology,Phones,AT&T 1080 Corded phone,5
OFF-AR-10002255,Office Supplies,Paper,Xerox 1950,6
OFF-PA-10001892,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",6
OFF-BI-10003676,Office Supplies,Binders,GBC Recycled VeloBinder Covers,4
OFF-FA-10003495,Furniture,Tables,Hon 4060 Series Tables,5
OFF-EN-10003798,Office Supplies,Art,Newell 326,6
TEC-PH-10003589,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,3
OFF-PA-10004735,Office Supplies,Art,Newell 346,4
FUR-BO-10002206,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",3
OFF-PA-10000141,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",3
TEC-PH-10001061,Office Supplies,Fasteners,Staples,4
OFF-AR-10002375,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",6
OFF-EN-10001539,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,5
FUR-TA-10004086,Office Supplies,Paper,Xerox 1905,3
OFF-PA-10000100,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",6
OFF-LA-10000973,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",5
OFF-ST-10001476,Technology,Phones,Apple iPhone 5C,4
OFF-EN-10002831,Office Supplies,Art,Newell 351,3
OFF-PA-10001763,Office Supplies,Envelopes,Staple envelope,4
OFF-BI-10002072,Furniture,Tables,KI Adjustable-Height Table,3
OFF-FA-10001561,Office Supplies,Paper,Xerox 1945,6
TEC-MA-10004241,Office Supplies,Labels,Avery 502,3
OFF-AP-10003849,Office Supplies,Storage,Steel Personal Filing/Posting Tote,4
OFF-FA-10000735,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",6
OFF-BI-10003350,Office Supplies,Paper,Xerox 1896,6
TEC-PH-10000307,Office Supplies,Binders,Cardinal Slant-D Ring Binders,6
TEC-CO-10004202,Office Supplies,Fasteners,Stockwell Push Pins,3
FUR-FU-10001852,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,3
OFF-AR-10003759,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,4
OFF-ST-10004337,Office Supplies,Fasteners,Staples,5
FUR-TA-10001932,Office Supplies,Binders,Acco Expandable Hanging Binders,3
FUR-CH-10002126,Technology,Phones,Shocksock Galaxy S4 Armband,3
TEC-PH-10004700,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,5
OFF-BI-10003429,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3
FUR-FU-10004952,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3
OFF-PA-10003172,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",3
OFF-ST-10002352,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",4
OFF-PA-10002259,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,6
OFF-BI-10002976,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",5
OFF-BI-10003694,Technology,Phones,PowerGen Dual USB Car Charger,6
OFF-LA-10004425,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3
FUR-CH-10001270,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",5
TEC-PH-10004539,Office Supplies,Paper,Xerox 1996,4
OFF-AR-10001919,Office Supplies,Storage,Iris Project Case,6
TEC-PH-10003655,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",4
OFF-BI-10004656,Office Supplies,Binders,ACCOHIDE Binder by Acco,3
OFF-ST-10002344,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",6
TEC-PH-10004447,Office Supplies,Labels,Staple-on labels,5
FUR-CH-10003973,Furniture,Chairs,Harbour Creations Steel Folding Chair,6
OFF-PA-10000682,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,4
FUR-FU-10002268,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3
TEC-AC-10001990,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5
FUR-CH-10004540,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4
OFF-ST-10002292,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",3
OFF-AR-10004999,Technology,Phones,Toshiba IPT2010-SD IP Telephone,4
OFF-BI-10001031,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,3
OFF-BI-10002432,Office Supplies,Paper,Xerox 1924,4
FUR-FU-10001867,Furniture,Furnishings,Ultra Door Push Plate,4
TEC-PH-10002200,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,5
TEC-PH-10000439,Furniture,Chairs,Global Chrome Stack Chair,3
OFF-PA-10001685,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",3
OFF-ST-10001418,Office Supplies,Art,Newell 315,3
OFF-ST-10000676,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3
OFF-AR-10001022,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3
OFF-EN-10003055,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",4
TEC-CO-10001046,Technology,Phones,Samsung Galaxy Note 2,5
FUR-FU-10000076,Technology,Phones,GE DSL Phone Line Filter,6
FUR-FU-10003268,Office Supplies,Paper,Easy-staple paper,6
FUR-FU-10003691,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,5
OFF-AR-10003903,Office Supplies,Storage,Fellowes Econo/Stor Drawers,6
TEC-PH-10003442,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,6
OFF-BI-10004519,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",6
OFF-EN-10004955,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3
FUR-TA-10004619,Furniture,Furnishings,24-Hour Round Wall Clock,5
FUR-BO-10004467,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,5
OFF-AR-10002280,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",5
FUR-CH-10001708,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,5
OFF-AR-10000462,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,6
TEC-PH-10004165,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,6
FUR-FU-10003724,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,4
FUR-FU-10003535,Furniture,Tables,Hon Non-Folding Utility Tables,5
OFF-ST-10003716,Furniture,Bookcases,Bestar Classic Bookcase,4
TEC-PH-10004586,Office Supplies,Art,Staples in misc. colors,5
OFF-BI-10004236,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,4
OFF-AR-10000422,Office Supplies,Art,Sanford Pocket Accent Highlighters,4
OFF-PA-10002870,Technology,Phones,Mitel MiVoice 5330e IP Phone,4
OFF-ST-10000563,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,4
OFF-BI-10002854,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,6
FUR-CH-10001973,Office Supplies,Storage,Tennsco Double-Tier Lockers,4
TEC-AC-10000580,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,6
OFF-AR-10004022,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",6
TEC-AC-10004209,Office Supplies,Art,Pencil and Crayon Sharpener,6
TEC-AC-10000023,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",6
TEC-PH-10003505,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,4
OFF-LA-10000121,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",3
OFF-BI-10002026,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,6
OFF-PA-10000994,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,3
OFF-BI-10002813,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,6
OFF-AR-10004817,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,4
OFF-AR-10001860,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",5
OFF-BI-10004970,Technology,Phones,Geemarc AmpliPOWER60,6
OFF-PA-10002968,Office Supplies,Labels,Avery 48,4
FUR-BO-10003433,Office Supplies,Binders,Avery Arch Ring Binders,6
FUR-FU-10002554,Office Supplies,Paper,Xerox 1915,4
TEC-PH-10003437,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,6
OFF-AP-10003971,Office Supplies,Art,Colorific Watercolor Pencils,4
FUR-CH-10003846,Office Supplies,Art,BIC Liqua Brite Liner,6
OFF-LA-10001404,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6
OFF-LA-10001474,Office Supplies,Paper,Xerox 1973,3
OFF-PA-10003072,Office Supplies,Binders,GBC Binding covers,5
FUR-FU-10004960,Furniture,Bookcases,Sauder Cornerstone Collection Library,5
TEC-AC-10003116,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",6
OFF-AP-10004859,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,3
OFF-PA-10002659,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,5
OFF-BI-10004139,Furniture,Chairs,Hon Valutask Swivel Chairs,4
OFF-AR-10002818,Office Supplies,Labels,Avery 517,4
OFF-AP-10001303,Office Supplies,Labels,Avery 477,3
OFF-ST-10002574,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",6
FUR-FU-10004018,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",3
TEC-PH-10002549,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,5
